experiment_id,met_id,ms_id,measurement_replicate,labelled_atom_ids,unlabelled_atoms,mass_isotope,intensity,intensity_std_error,time
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,0,0.931839218,0.002,0
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,1,0.051246106,0.002,0
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,2,0.016082465,0.002,0
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,3,NA,0.002,0
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,4,0.000455,0.002,0
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,5,0.000377,0.002,0
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,6,NA,0.002,0
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,0,0.896563229,0.002,10
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,1,0.016561215,0.002,10
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,2,0.082250482,0.002,10
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,3,0.004013793,0.002,10
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,4,NA,0.002,10
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,5,0.000611,0.002,10
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,6,NA,0.002,10
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,0,0.861048044,0.002,20
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,1,0.023314957,0.002,20
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,2,0.109675786,0.002,20
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,3,0.004968593,0.002,20
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,4,NA,0.002,20
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,5,0.000989,0.002,20
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,6,3.90E-06,0.002,20
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,0,0.805758815,0.002,40
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,1,0.025408145,0.002,40
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,2,0.15004436,0.002,40
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,3,0.013846169,0.002,40
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,4,0.002581364,0.002,40
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,5,0.002322106,0.002,40
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,6,3.90E-05,0.002,40
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,0,0.80214784,0.002,80
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,1,0.021990001,0.002,80
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,2,0.151021541,0.002,80
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,3,0.016405877,0.002,80
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,4,0.005193086,0.002,80
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,5,0.003194368,0.002,80
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,6,4.73E-05,0.002,80
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,0,0.663032069,0.002,160
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,1,0.027658948,0.002,160
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,2,0.256238687,0.002,160
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,3,0.025021565,0.002,160
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,4,0.019084611,0.002,160
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,5,0.008707088,0.002,160
exp1,Cit,Cit,1,"[1,2,3,4,5,6]",,6,0.000257,0.002,160
exp1,3PG,3PG,1,"[1,2,3]",,0,0.950691428,0.002,0
exp1,3PG,3PG,1,"[1,2,3]",,1,NA,0.002,0
exp1,3PG,3PG,1,"[1,2,3]",,2,NA,0.002,0
exp1,3PG,3PG,1,"[1,2,3]",,3,0.049308572,0.002,0
exp1,3PG,3PG,1,"[1,2,3]",,0,0.240123288,0.002,10
exp1,3PG,3PG,1,"[1,2,3]",,1,0.008085488,0.002,10
exp1,3PG,3PG,1,"[1,2,3]",,2,0.008506194,0.002,10
exp1,3PG,3PG,1,"[1,2,3]",,3,0.74328503,0.002,10
exp1,3PG,3PG,1,"[1,2,3]",,0,0.261233173,0.002,20
exp1,3PG,3PG,1,"[1,2,3]",,1,0.010055591,0.002,20
exp1,3PG,3PG,1,"[1,2,3]",,2,0.01570541,0.002,20
exp1,3PG,3PG,1,"[1,2,3]",,3,0.713005827,0.002,20
exp1,3PG,3PG,1,"[1,2,3]",,0,0.204050042,0.002,40
exp1,3PG,3PG,1,"[1,2,3]",,1,0.008841786,0.002,40
exp1,3PG,3PG,1,"[1,2,3]",,2,0.007858135,0.002,40
exp1,3PG,3PG,1,"[1,2,3]",,3,0.779250037,0.002,40
exp1,3PG,3PG,1,"[1,2,3]",,0,0.233517918,0.002,80
exp1,3PG,3PG,1,"[1,2,3]",,1,0.010322973,0.002,80
exp1,3PG,3PG,1,"[1,2,3]",,2,0.01460121,0.002,80
exp1,3PG,3PG,1,"[1,2,3]",,3,0.741557899,0.002,80
exp1,3PG,3PG,1,"[1,2,3]",,0,0.220614353,0.002,160
exp1,3PG,3PG,1,"[1,2,3]",,1,0.009628046,0.002,160
exp1,3PG,3PG,1,"[1,2,3]",,2,0.010397495,0.002,160
exp1,3PG,3PG,1,"[1,2,3]",,3,0.759360106,0.002,160
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,0,0.952063137,0.002,0
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,1,NA,0.002,0
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,2,NA,0.002,0
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,3,0.003543446,0.002,0
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,4,NA,0.002,0
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,5,0.006773342,0.002,0
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,6,0.037620075,0.002,0
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,0,0.345562127,0.002,10
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,1,0.021498943,0.002,10
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,2,0.006910063,0.002,10
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,3,0.020014623,0.002,10
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,4,NA,0.002,10
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,5,0.047784239,0.002,10
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,6,0.558230004,0.002,10
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,0,0.302142667,0.002,20
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,1,0.015400042,0.002,20
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,2,0.004081277,0.002,20
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,3,0.01126795,0.002,20
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,4,0.000268,0.002,20
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,5,0.046849764,0.002,20
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,6,0.619990063,0.002,20
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,0,0.249579442,0.002,40
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,1,0.006832546,0.002,40
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,2,0.010240114,0.002,40
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,3,0.01936596,0.002,40
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,4,0.016590168,0.002,40
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,5,0.052816807,0.002,40
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,6,0.644574964,0.002,40
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,0,0.291938251,0.002,80
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,1,0.012762,0.002,80
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,2,0.007767949,0.002,80
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,3,0.020707118,0.002,80
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,4,NA,0.002,80
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,5,0.054604645,0.002,80
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,6,0.612220038,0.002,80
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,0,0.253881584,0.002,160
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,1,0.012059323,0.002,160
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,2,0.008599767,0.002,160
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,3,0.015996253,0.002,160
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,4,NA,0.002,160
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,5,0.045716411,0.002,160
exp1,6PGC,6PGC,1,"[1,2,3,4,5,6]",,6,0.663746662,0.002,160
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,0,0.959706711,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,1,NA,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,2,NA,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,3,NA,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,4,0.001330046,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,5,0.001091737,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,6,0.002253939,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,7,NA,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,8,0.001811353,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,9,0.001141396,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,10,0.003122741,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,11,0.001448825,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,12,0.002645648,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,13,0.003403673,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,14,0.002405589,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,15,0.000149,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,16,0.003435984,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,17,0.002922098,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,18,0.00271134,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,19,0.000995,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,20,0.000832,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,21,1.84E-05,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,22,0.006809879,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,23,0.00176481,0.002,0
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,0,0.835590385,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,1,0.0127968,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,2,0.111152955,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,3,NA,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,4,0.00014,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,5,0.000106,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,6,0.001775275,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,7,0.001928076,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,8,0.000754,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,9,0.003296535,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,10,0.002619404,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,11,0.004089002,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,12,0.004879419,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,13,3.00E-04,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,14,0.00311599,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,15,NA,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,16,0.001282396,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,17,0.003536123,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,18,0.003148195,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,19,0.001648905,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,20,0.001682478,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,21,0.001021601,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,22,0.001820091,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,23,0.003315563,0.002,10
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,0,0.809870662,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,1,0.004422612,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,2,0.149347936,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,3,NA,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,4,NA,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,5,0.001695624,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,6,0.002443081,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,7,0.001026739,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,8,0.001323009,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,9,0.000826,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,10,0.004721569,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,11,0.000602,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,12,0.001741757,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,13,NA,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,14,NA,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,15,0.00134762,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,16,0.002724401,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,17,0.006870396,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,18,0.004167489,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,19,NA,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,20,0.000855,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,21,0.001655215,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,22,0.002397523,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,23,0.001960777,0.002,20
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,0,0.772185985,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,1,0.01649616,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,2,0.172814816,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,3,0.007482087,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,4,NA,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,5,0.002001367,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,6,0.001220127,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,7,0.001118605,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,8,0.001626086,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,9,0.000648,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,10,0.002422081,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,11,0.002294683,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,12,0.002491082,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,13,0.000372,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,14,0.00254264,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,15,0.000862,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,16,0.000873,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,17,0.001106544,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,18,0.00086,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,19,0.003089968,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,20,0.001221692,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,21,0.003034246,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,22,0.001725645,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,23,0.001511461,0.002,40
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,0,0.720810723,0.002,80
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,1,0.017630932,0.002,80
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,2,0.209287065,0.002,80
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,3,0.00186274,0.002,80
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,4,NA,0.002,80
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,5,0.012624676,0.002,80
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,6,2.09E-05,0.002,80
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,7,0.003203642,0.002,80
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,8,NA,0.002,80
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,9,0.001709068,0.002,80
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,10,0.002567052,0.002,80
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,11,0.002238312,0.002,80
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,12,0.003843817,0.002,80
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,13,0.000572,0.002,80
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,14,0.00171472,0.002,80
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,15,0.002918479,0.002,80
exp1,AcCoA,AcCoA,1,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,16,0.00120842,0.002,80
